index,유기번호,썸네일,접수일,발견장소,품종,색상,나이,체중,공고번호,공고시작일,공고종료일,이미지,성별,중성화여부,특징,보호소이름,보호소전화번호,보호장소,관할기관,담당자,담당자연락처,특이사항,상태,x,y,SPECIAL_WORD,건강,친화성+,친화성-,친화성+강조,친화성-강조,api_친화성,api_건강점수,1년미만,출생연도,만나이,1년미만_주환산,1년이상_주환산,나이_주환산,체중_숫자,F,M,Q,N,U,Y,군집
3775,446496202200309,http://www.animal.go.kr/files/shelter/2022/09/202210120910764_s.jpg,20221012,함평읍 엑스포공원,[개] 골든 리트리버,흰색,2020(년생),15.00(Kg),전남-함평-2022-00298,20221012,20221026,http://www.animal.go.kr/files/shelter/2022/09/202210120910764.jpg,M,U,순함,학교동물임시보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,전라남도 함평군,함평군,061-320-1936,-,보호중,126.538986065319,35.0454897300484,순,[],[['순함']],[],[],[],1,7,[],2020,2,None,104,104.0,15.0,0,1,0,0,1,0,12
3776,446493202200290,http://www.animal.go.kr/files/shelter/2022/09/202210120910953_s.jpg,20221012,송지면 마봉리,[개] 믹스견,흰색,2019(년생),20(Kg),전남-해남-2022-00290,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210120910953.jpg,F,U,사람을 경계함,해남군임시동물보호소,061-531-3912,전라남도 해남군 해남읍 부흥길 59-70  ,전라남도 해남군,조성우,061-531-3914,-,보호중,126.580104626987,34.5574801036895,사람 경계,[],[],[['사람을 경계함']],[],[],-1,7,[],2019,3,None,156,156.0,20.0,1,0,0,0,1,0,41
3777,446491202200184,http://www.animal.go.kr/files/shelter/2022/09/202210121510432_s.jpg,20221012, 장흥읍 우산리,[개] 믹스견,흰색,2022(년생),1.5(Kg),전남-장흥-2022-00184,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510432.jpg,M,N,생후4주령으로 추측,장흥군 동물보호센터,061-860-6729,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소",전라남도 장흥군,정찬일,061-860-6729,-,보호중,126.944611538741,34.6676592107475,생후 4 주령 추측,[],[],[],[],[],0,7,['4주'],2022,0,4.0,0,4.0,1.5,0,1,0,1,0,0,10
3778,446491202200183,http://www.animal.go.kr/files/shelter/2022/09/202210121510904_s.jpg,20221012, 장흥읍 우산리,[개] 믹스견,흰색,2022(년생),1.5(Kg),전남-장흥-2022-00183,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510904.jpg,M,N,생후4주령으로 추측,장흥군 동물보호센터,061-860-6729,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소",전라남도 장흥군,정찬일,061-860-6729,-,보호중,126.944611538741,34.6676592107475,생후 4 주령 추측,[],[],[],[],[],0,7,['4주'],2022,0,4.0,0,4.0,1.5,0,1,0,1,0,0,10
3779,446491202200182,http://www.animal.go.kr/files/shelter/2022/09/202210121510253[1]_s.jpg,20221012, 장흥읍 우산리,[개] 믹스견,"연갈색, 흰색",2022(년생),1.5(Kg),전남-장흥-2022-00182,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510253[1].jpg,F,N,생후4주령으로 추측,장흥군 동물보호센터,061-860-6729,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소",전라남도 장흥군,정찬일,061-860-6729,-,보호중,126.944611538741,34.6676592107475,생후 4 주령 추측,[],[],[],[],[],0,7,['4주'],2022,0,4.0,0,4.0,1.5,1,0,0,1,0,0,10
3780,446491202200181,http://www.animal.go.kr/files/shelter/2022/09/202210121510133_s.jpg,20221012, 장흥읍 우산리,[개] 믹스견,흰색,2022(년생),1.5(Kg),전남-장흥-2022-00181,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510133.jpg,F,N,생후4주령으로 추측,장흥군 동물보호센터,061-860-6729,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소",전라남도 장흥군,정찬일,061-860-6729,-,보호중,126.944611538741,34.6676592107475,생후 4 주령 추측,[],[],[],[],[],0,7,['4주'],2022,0,4.0,0,4.0,1.5,1,0,0,1,0,0,10
3781,446491202200180,http://www.animal.go.kr/files/shelter/2022/09/202210121510606_s.jpg,20221012, 장흥읍 우산리,[개] 믹스견,흰색,2022(년생),1.5(Kg),전남-장흥-2022-00180,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510606.jpg,F,N,생후4주령으로 추측,장흥군 동물보호센터,061-860-6729,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소",전라남도 장흥군,정찬일,061-860-6729,-,보호중,126.944611538741,34.6676592107475,생후 4 주령 추측,[],[],[],[],[],0,7,['4주'],2022,0,4.0,0,4.0,1.5,1,0,0,1,0,0,10
3782,446491202200179,http://www.animal.go.kr/files/shelter/2022/09/202210121510110_s.jpg,20221012, 장흥읍 우산리,[개] 믹스견,흰색,2022(년생),1.5(Kg),전남-장흥-2022-00179,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510110.jpg,F,N,생후4주령으로 추측,장흥군 동물보호센터,061-860-6729,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소",전라남도 장흥군,정찬일,061-860-6729,-,보호중,126.944611538741,34.6676592107475,생후 4 주령 추측,[],[],[],[],[],0,7,['4주'],2022,0,4.0,0,4.0,1.5,1,0,0,1,0,0,10
3783,446491202200178,http://www.animal.go.kr/files/shelter/2022/09/202210121510526_s.jpg,20221012, 장흥읍 우산리,[개] 믹스견,흰색,2022(년생),1.5(Kg),전남-장흥-2022-00178,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510526.jpg,F,N,생후4주령으로 추측,장흥군 동물보호센터,061-860-6729,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소",전라남도 장흥군,정찬일,061-860-6729,-,보호중,126.944611538741,34.6676592107475,생후 4 주령 추측,[],[],[],[],[],0,7,['4주'],2022,0,4.0,0,4.0,1.5,1,0,0,1,0,0,10
3784,446488202200273,http://www.animal.go.kr/files/shelter/2022/09/202210121010534_s.jpg,20221012,고흥군 과역면 과역로 800,[개] 믹스견,검정+갈색,2019(년생),25(Kg),전남-고흥-2022-00259,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121010534.jpg,M,U,"3년생 추정, 온순함",고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",전라남도 고흥군,이정인,061-830-5392,-,보호중,127.341010074017,34.5705457867544,3 추정 온순,[],"[['3년생 추정, 온순함'], ['3년생 추정, 온순함']]",[],[],[],2,7,[],2019,3,None,156,156.0,25.0,0,1,0,0,1,0,21
3785,446488202200272,http://www.animal.go.kr/files/shelter/2022/09/20221012091038_s.jpg,20221012,고흥군 도덕면 가상 ,[개] 믹스견,베이지,2022(년생),3(Kg),전남-고흥-2022-00258,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/20221012091038.jpg,F,U,"3개월 추정, 사람잘따름",고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",전라남도 고흥군,이정인,061-830-5392,-,보호중,127.341010074017,34.5705457867544,3 개월 추정 사람 자,[],"[['3개월 추정, 사람잘따름']]",[],"[['3개월 추정, 사람잘따름']]",[],2,7,['3개월'],2022,0,13.5,0,13.5,3.0,1,0,0,0,1,0,29
3786,446488202200271,http://www.animal.go.kr/files/shelter/2022/09/202210120910143_s.jpg,20221012,고흥군 도덕면 가상 ,[개] 믹스견,베이지+흰색,2022(년생),3(Kg),전남-고흥-2022-00257,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210120910143.jpg,M,U,"3개월 추정, 순진함",고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",전라남도 고흥군,이정인,061-830-5392,-,보호중,127.341010074017,34.5705457867544,3 개월 추정 순진,[],[],[],[],[],0,7,['3개월'],2022,0,13.5,0,13.5,3.0,0,1,0,0,1,0,42
3787,446484202200413,http://www.animal.go.kr/files/shelter/2022/09/202210121710423_s.jpg,20221012,옥룡면 백운산 휴양림 주변,[개] 믹스견,흰색,2022(년생),3.2(Kg),전남-광양-2022-00324,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121710423.jpg,F,N,믹스 흰색 암컷 3개월추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전라남도 광양시,광양시,061-797-3386,-,보호중,127.576519745127,34.9878928185526,믹스 흰색 암컷 3 개월 추정,[],[],[],[],[],0,7,['3개월'],2022,0,13.5,0,13.5,3.2,1,0,0,1,0,0,42
3788,446484202200411,http://www.animal.go.kr/files/shelter/2022/09/202210121710227_s.jpg,20221012,옥룡면 백운산 휴양림 주변,[개] 믹스견,흰색,2022(년생),3.1(Kg),전남-광양-2022-00322,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121710227.jpg,M,N,믹스 흰색 수컷 3개월추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전라남도 광양시,광양시,061-797-3386,-,보호중,127.576519745127,34.9878928185526,믹스 흰색 수컷 3 개월 추정,[],[],[],[],[],0,7,['3개월'],2022,0,13.5,0,13.5,3.1,0,1,0,1,0,0,42
3789,446484202200408,http://www.animal.go.kr/files/shelter/2022/09/20221012171074_s.jpg,20221012,옥룡면 백운산 휴양림 주변,[개] 믹스견,흰색,2022(년생),3.1(Kg),전남-광양-2022-00319,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/20221012171074.jpg,F,N,믹스 흰색 암컷 3개월추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전라남도 광양시,광양시,061-797-3386,-,보호중,127.576519745127,34.9878928185526,믹스 흰색 암컷 3 개월 추정,[],[],[],[],[],0,7,['3개월'],2022,0,13.5,0,13.5,3.1,1,0,0,1,0,0,42
3790,446484202200405,http://www.animal.go.kr/files/shelter/2022/09/202210121510622_s.jpg,20221012, 광양읍 장애인 복지관 주변,[개] 믹스견,흰색,2022(년생),2.7(Kg),전남-광양-2022-00316,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510622.jpg,F,N,믹스 흰색 암컷 2달 추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전라남도 광양시,광양시,061-797-3386,-,보호중,127.576519745127,34.9878928185526,믹스 흰색 암컷 2 달 추정,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,2.7,1,0,0,1,0,0,42
3791,446483202201109,http://www.animal.go.kr/files/shelter/2022/09/202210121710757_s.jpg,20221012,나주시 산포면 내기리 마을,[개] 믹스견,검정,2016(년생),20(Kg),전남-나주-2022-01095,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121710757.jpg,M,N,매일 동네출몰 포획구조,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,전라남도 나주시,축산과,061-339-7604,-,보호중,126.781242063347,35.0482035190761,매이 동네 출몰 포획 구조,[],[],[],[],[],0,7,[],2016,6,None,312,312.0,20.0,0,1,0,1,0,0,24
3792,446482202200618,http://www.animal.go.kr/files/shelter/2022/09/202210121710144_s.jpg,20221012,신흥초,[개] 믹스견,갈색,2020(년생),4.1(Kg),전남-순천-2022-00617,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121710144.jpg,F,N,"종합백신접종,코로나장염접종,광견병백신접종,셀렉션,사상충-음성,구조당시목줄함",순천시유기동물보호소,061-749-8793,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094,-,보호중,127.379419767947,35.0158098270116,종합 백신 접종 코로나 장염 접종 광견병 백신 접종 셀 렉 사상충 음성 구조 당시 목줄,"[['종합백신접종,코로나장염접종,광견병백신접종,셀렉션,사상충-음성,구조당시목줄함'], ['종합백신접종,코로나장염접종,광견병백신접종,셀렉션,사상충-음성,구조당시목줄함']]",[],[],[],[],0,5,[],2020,2,None,104,104.0,4.1,1,0,0,1,0,0,16
3793,446480202201025,http://www.animal.go.kr/files/shelter/2022/09/202210121910157_s.jpg,20221012,온누리교회부근,[개] 믹스견,흰색,2019(년생),10(Kg),전남-목포-2022-01025,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121910157.jpg,M,U,"경계,영업집앞을 배회하여 불편초래함",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5  ,전라남도 목포시,축산계,061-270-8693,-,보호중,126.430116373387,34.8534133196631,경계 영업집 앞 배회 불편 초래,[],[],"[['경계,영업집앞을 배회하여 불편초래함']]",[],[],-1,7,[],2019,3,None,156,156.0,10.0,0,1,0,0,1,0,32
3794,446480202201024,http://www.animal.go.kr/files/shelter/2022/09/202210121910394_s.jpg,20221012,산정동행정복지센터부근,[개] 믹스견,흰색,2020(년생),17(Kg),전남-목포-2022-01024,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121910394.jpg,M,U,"온순,청색목줄,머칠째 버스정류장부근을 배회함",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5  ,전라남도 목포시,축산계,061-270-8693,-,보호중,126.430116373387,34.8534133196631,온순 청색 목줄 머 칠 버스 정류장 부근 배회,[],"[['온순,청색목줄,머칠째 버스정류장부근을 배회함']]",[],[],[],1,7,[],2020,2,None,104,104.0,17.0,0,1,0,0,1,0,12
3795,445479202200791,http://www.animal.go.kr/files/shelter/2022/09/202210121410474[1]_s.jpg,20221012,줄포면 목중길,[개] 믹스견,갈색,2020(년생),5(Kg),전북-부안-2022-00643,20221012,20221027,http://www.animal.go.kr/files/shelter/2022/09/202210121410474[1].jpg,M,U,사람을 잘 따르고 튼튼함,부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,-,보호중,126.735827429552,35.6657688367704,사람 잘 따르 튼튼,[],[['사람을 잘 따르고 튼튼함']],[],[['사람을 잘 따르고 튼튼함']],[],2,7,[],2020,2,None,104,104.0,5.0,0,1,0,0,1,0,34
3796,445470202200871,http://www.animal.go.kr/files/shelter/2022/09/202210121510453_s.jpg,20221012,보절면 은천아랫길 29,[개] 믹스견,검정,2022(년생),2.5(Kg),전북-남원-2022-00540,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510453.png,F,N,"피부질환 심함, 개선충",하나동물병원,063-634-7582,전라북도 남원시 왕정동 67 ,전라북도 남원시,남원시,063-620-6420,-,보호중,127.354180169191,35.4101359744726,피부 질환 심 개선 충,"[['피부질환 심함, 개선충'], ['피부질환 심함, 개선충'], ['피부질환 심함, 개선충']]",[],[],[],[],0,4,[],2022,0,None,0,27.0,2.5,1,0,0,1,0,0,14
3797,445464202203193,http://www.animal.go.kr/files/shelter/2022/09/202210121810580[1]_s.jpg,20221012,고랑동 1224,[개] 진도견,검갈색,2021(년생),18(Kg),전북-전주-2022-01385,20221012,20221021,http://www.animal.go.kr/files/shelter/2022/09/202210121810580[1].jpg,F,N,빨강색목줄 착용,행복한동물병원,063-244-0090,전라북도 전주시 덕진구 인후동1가 806-6,전라북도 전주시,김상찬,063-281-5277,-,보호중,127.163604285573,35.8348326012885,빨강색 목줄 착용,[],[],[],[],[],0,7,[],2021,1,None,52,52.0,18.0,1,0,0,1,0,0,39
3798,444458202200422,http://www.animal.go.kr/files/shelter/2022/09/202210121510542_s.jpg,20221012,충청남도 서천군 서천읍 서문로 141번길 44-7,[개] 믹스견,"검,흰색",2022(년생),1.5(Kg),충남-서천-2022-00194,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510542.jpeg,F,N,"서천읍 동네 유기로 신고된 검,흰색 암컷 단모강아지 2마리",서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19 ,충청남도 서천군,서천군,041-950-4388,-,보호중,126.772385099617,36.1795262246561,서천읍 동네 유기 신고 검 흰색 암컷 단모 강아지 2 마리,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,1.5,1,0,0,1,0,0,10
3799,444458202200421,http://www.animal.go.kr/files/shelter/2022/09/202210121510969_s.jpg,20221012,충청남도 서천군 종천면 장천로1062번길 76,[개] 믹스견,"검은색, 황색",2022(년생),1(Kg),충남-서천-2022-00193,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121510969.jpeg,F,N,"종천면 동네 유기로 신고된 검은색, 황색 암컷 단모강아지4마리",서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19 ,충청남도 서천군,서천군,041-950-4388,-,보호중,126.772385099617,36.1795262246561,종천면 동네 유기 신고 검은색 황색 암컷 단모 강아지 4 마리,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,1.0,1,0,0,1,0,0,10
3800,444457202200510,http://www.animal.go.kr/files/shelter/2022/09/202210121310511_s.jpg,20221012,부여 구교리 정미소 주변,[개] 진도견,흰색,2021(년생),12(Kg),충남-부여-2022-00257,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121310511.jpg,M,N,흰색,남부여동물병원,041-837-8275,충청남도 부여군 부여읍 성왕로 190-1  남부여동물병원,충청남도 부여군,부여군,041-830-2256,-,보호중,126.90920292633,36.2815647050971,흰색,[],[],[],[],[],0,7,[],2021,1,None,52,52.0,12.0,0,1,0,1,0,0,39
3801,444452202201605,http://www.animal.go.kr/files/shelter/2022/09/202210122210709_s.jpg,20221012,청운로146번길 4-5 주택 앞,[개] 믹스견,갈검색,2022(년생),1(Kg),충남-아산-2022-00846,20221012,20221021,http://www.animal.go.kr/files/shelter/2022/09/202210122210709.jpg,F,N,1605호(관리) 846호(공고) 3주령추정 새끼3-3,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9  ,충청남도 아산시,이호석,041-537-3845,-,보호중,127.004816539859,36.8068965488798,1605 호 관리 846 호 공고 3 주령 추정 새끼,[],[],[],[],[],0,7,['3주'],2022,0,3.0,0,3.0,1.0,1,0,0,1,0,0,10
3802,444452202201604,http://www.animal.go.kr/files/shelter/2022/09/202210122210707_s.jpg,20221012,청운로146번길 4-5 주택 앞,[개] 믹스견,흰&검정색,2022(년생),1(Kg),충남-아산-2022-00845,20221012,20221021,http://www.animal.go.kr/files/shelter/2022/09/202210122210707.jpg,F,N,1604호(관리) 845호(공고) 3주령추정 새끼3-2,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9  ,충청남도 아산시,이호석,041-537-3845,-,보호중,127.004816539859,36.8068965488798,1604 호 관리 845 호 공고 3 주령 추정 새끼,[],[],[],[],[],0,7,['3주'],2022,0,3.0,0,3.0,1.0,1,0,0,1,0,0,10
3803,444452202201603,http://www.animal.go.kr/files/shelter/2022/09/202210122210350_s.jpg,20221012,청운로146번길 4-5 주택 앞,[개] 믹스견,"검정,갈,흰색",2022(년생),1(Kg),충남-아산-2022-00844,20221012,20221021,http://www.animal.go.kr/files/shelter/2022/09/202210122210350.jpg,F,N,1603호(관리) 844호(공고) 3주령추정 새끼3-1,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9  ,충청남도 아산시,이호석,041-537-3845,-,보호중,127.004816539859,36.8068965488798,1603 호 관리 844 호 공고 3 주령 추정 새끼,[],[],[],[],[],0,7,['3주'],2022,0,3.0,0,3.0,1.0,1,0,0,1,0,0,10
3805,443571202202632,http://www.animal.go.kr/files/shelter/2022/09/202210121810542_s.jpg,20221012,내수읍 부근,[개] 라브라도 리트리버,크림색,2020(년생),40(Kg),충북-청주-2022-01232,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121810542.jpg,M,N,순한성격의 리트리버,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296,-,보호중,127.365432257257,36.5903398305205,순 성격 리 트리 벌,[],[['순한성격의 리트리버']],[],[],[],1,7,[],2020,2,None,104,104.0,40.0,0,1,0,1,0,0,22
3806,443445202200527,http://www.animal.go.kr/files/shelter/2022/09/202210121710586_s.jpg,20221012,이월면 진광로 121,[개] 믹스견,진갈색,2022(년생),2.5(Kg),충북-진천-2022-00262,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121710586.jpg,M,N,전반적건강양호,괴산증평보호소,010-3169-1151,충청북도 증평군 도안면 입장길 239  ,충청북도 진천군,윤성호,043-539-3562,-,보호중,127.60823511265,36.8469668986887,전반적 건강 양호,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,2.5,0,1,0,1,0,0,42
3807,442431202200231,http://www.animal.go.kr/files/shelter/2022/09/202210121410152_s.jpg,20221012,화천소방서,[개] 믹스견,흰검,2018(년생),15.00(Kg),강원-화천-2022-00087,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121410152.jpg,M,U,경계가 매우 심함. 주황색 목도리 착용,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,-,보호중,127.681949070213,38.1158435740215,경계 매우 심하 주황색 목도리 착용,[],[],[['경계가 매우 심함. 주황색 목도리 착용']],[],[],-1,7,[],2018,4,None,208,208.0,15.0,0,1,0,0,1,0,18
3808,442431202200230,http://www.animal.go.kr/files/shelter/2022/09/202210121410362_s.jpg,20221012,화천소방서,[개] 믹스견,흰검,2018(년생),17.00(Kg),강원-화천-2022-00086,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121410362.jpg,M,U,호기심은 많아보이나 경계를 함. 주황색 목도리 착용,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,-,보호중,127.681949070213,38.1158435740215,호기심 많 보이 경계 하 주황색 목도리 착용,[],[['호기심은 많아보이나 경계를 함. 주황색 목도리 착용']],[['호기심은 많아보이나 경계를 함. 주황색 목도리 착용']],[],[],0,7,[],2018,4,None,208,208.0,17.0,0,1,0,0,1,0,2
3809,442419202200899,http://www.animal.go.kr/files/shelter/2022/09/202210122210377_s.jpg,20221012,관설황색마을,[개] 믹스견,흰색,2022(년생),2(Kg),강원-원주-2022-00688,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210122210377.jpg,M,N,진도믹스견,원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 ,강원도 원주시,원주시,033-737-4444,-,보호중,127.912859397395,37.4163233297306,진도 믹스 견,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,2.0,0,1,0,1,0,0,10
3810,441570202200787,http://www.animal.go.kr/files/shelter/2022/09/202210122010649_s.jpg,20221012,가남읍 심석리,[개] 믹스견,"회갈색, 흰색",2022(년생),1.80(Kg),경기-여주-2022-00590,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210122010649.jpg,F,N,"사람을 좋아하며, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시,손영진,031-887-3132,-,보호중,127.575939870309,37.2972347527895,사람 좋아하 매우 온순,[],"[['사람을 좋아하며, 매우온순함'], ['사람을 좋아하며, 매우온순함'], ['사람을 좋아하며, 매우온순함']]",[],"[['사람을 좋아하며, 매우온순함']]",[],4,7,[],2022,0,None,0,27.0,1.8,1,0,0,1,0,0,28
3811,441570202200786,http://www.animal.go.kr/files/shelter/2022/09/20221012201031_s.jpg,20221012,강천면 도전리,[개] 진도견,흰색,2021(년생),13.00(Kg),경기-여주-2022-00589,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/20221012201031.jpg,F,N,온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시,손영진,031-887-3132,-,보호중,127.575939870309,37.2972347527895,온순,[],"[['온순함'], ['온순함']]",[],[],[],2,7,[],2021,1,None,52,52.0,13.0,1,0,0,1,0,0,12
3812,441417202201008,http://www.animal.go.kr/files/shelter/2022/09/202210121910551_s.jpg,20221012,용문면 벌터골길92,[개] 믹스견,검은색 흰색,2018(년생),5(Kg),경기-양평-2022-00358,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121910551.jpeg,M,N,경계있음,양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ,경기도 양평군,양평군청,031-770-2337,-,보호중,127.512412084076,37.5103981448026,경계 있음,[],[],[['경계있음']],[],[],-1,7,[],2018,4,None,208,208.0,5.0,0,1,0,1,0,0,15
3813,441417202201007,http://www.animal.go.kr/files/shelter/2022/09/202210121910703_s[1].jpg,20221012,개군면 내리길 129-6,[개] 믹스견,베이지,2016(년생),7(Kg),경기-양평-2022-00357,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121910703.jpeg,M,N,"경계있음, 입질 함",양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ,경기도 양평군,양평군청,031-770-2337,-,보호중,127.512412084076,37.5103981448026,경계 있음 입질 함,[],[],"[['경계있음, 입질 함'], ['경계있음, 입질 함']]",[],[],-2,7,[],2016,6,None,312,312.0,7.0,0,1,0,1,0,0,15
3814,441417202201006,http://www.animal.go.kr/files/shelter/2022/09/202210121910900_s.jpg,20221012,경기 양평군 강상면 세월길147번길 2 세월초등학교,[개] 믹스견,검은색 흰색,2017(년생),10(Kg),경기-양평-2022-00356,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210121910900.jpeg,F,N,믹스견 순함 ,양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ,경기도 양평군,양평군청,031-770-2337,-,보호중,127.512412084076,37.5103981448026,믹스 견 순,[],[['믹스견 순함 ']],[],[],[],1,7,[],2017,5,None,260,260.0,10.0,1,0,0,1,0,0,13
3815,441417202201004,http://www.animal.go.kr/files/shelter/2022/09/20221012171096_s.jpg,20221012,양평군 품 유기동물보호센터,[개] 시바,갈색,2022(년생),1(Kg),경기-양평-2022-00354,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/20221012171096.jpeg,M,N,시바 믹스. 220번 자견,양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ,경기도 양평군,양평군청,031-770-2337,-,보호중,127.512412084076,37.5103981448026,시바 믹스 220 번 자견,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,1.0,0,1,0,1,0,0,10
3816,441407202201048,http://www.animal.go.kr/files/shelter/2022/09/202210122010894_s.jpg,20221012,장호원읍 방추리,[개] 풍산견,"흑갈색, 크림색",2022(년생),5.50(Kg),경기-이천-2022-00594,20221012,20221024,http://www.animal.go.kr/files/shelter/2022/09/202210122010894.jpg,F,N,"사람을 좋아하며, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 이천시,이정의,031-644-2612,-,보호중,127.575939870309,37.2972347527895,사람 좋아하 매우 온순,[],"[['사람을 좋아하며, 매우온순함'], ['사람을 좋아하며, 매우온순함'], ['사람을 좋아하며, 매우온순함']]",[],"[['사람을 좋아하며, 매우온순함']]",[],4,7,[],2022,0,None,0,27.0,5.5,1,0,0,1,0,0,28
