,유기번호,품종,나이,체중,특징,특징단어
8559,426329202200814,[개] 믹스견,2021(년생),5(Kg),갈흰,갈 희
8560,426327202200325,[고양이] 한국 고양이,2021(년생),3.8(Kg),탈진/기력 없음,탈진 기력 없
8561,411316202200862,[개] 말티즈,2019(년생),5.8(Kg),눈곱.전신미용흔적.겁/소심/입질있으나꺼내고난후잘안김.결막염.외이염.잠복고환.칩있음.피부질환,눈곱 전신 미용 흔적 겁 소심 입질 있 꺼내 낳 후 잘 알 김 결막염 외이 염 잠 복고 환 칩 있음 피부 질환
8562,411314202200437,[고양이] 한국 고양이,2022(년생),0.2(Kg),이갈이하지않은어린고양이로온순하고잘따르나보살핌이필요한고양이입니다,이갈이 어리 고양이 온순 잘 따르 보살핌 필요 고양이
8563,411314202200436,[고양이] 한국 고양이,2022(년생),0.2(Kg),이갈이하지않은어린고양이로온순하고잘따르나보살핌이필요한고양이입니다,이갈이 어리 고양이 온순 잘 따르 보살핌 필요 고양이
8564,411314202200435,[고양이] 한국 고양이,2022(년생),0.2(Kg),이갈이하지않은어린고양이로온순하고잘따르나보살핌이필요한고양이입니다,이갈이 어리 고양이 온순 잘 따르 보살핌 필요 고양이
8565,411314202200434,[고양이] 한국 고양이,2022(년생),0.3(Kg),이갈이하지않은어린고양이로온순하고잘따르나보살핌이필요한고양이입니다,이갈이 어리 고양이 온순 잘 따르 보살핌 필요 고양이
8566,411307202200329,[고양이] 한국 고양이,2022(년생),0.4(Kg),눈곱. 콧물. 저체온. 여윔. 기력없음. 항문탈장. 배/항문/엉덩이쪽파리알+구더기오염. 털때탐.,눈곱 콧물 저체온 여위 기력 없 항문 탈장 배 항문 엉덩이 파리 알 구더기 오염 터 때 탐
8567,411307202200328,[고양이] 한국 고양이,2022(년생),0.4(Kg),눈곱. 콧물. 마른편. 털때탐.,눈곱 콧물 마른 편 터 때 탐
8568,411305202200354,[고양이] 한국 고양이,2017(년생),3(Kg),얼굴쪽오물오염. 코주황. 저체온. 기력없음/기립못함. 털때탐.,얼굴 오물 오염 코 주황 저체온 기력 없 기립 못 터 때 탐
8569,411305202200353,[고양이] 한국 고양이,2022(년생),0.4(Kg),눈곱. 비강/구강출혈. 여윔. 저체온. 기력없음. 털때탐.,눈곱 비강 구강 출혈 여위 저체온 기력 없 터 때 탐
8570,411300202200369,[개] 진도견,2017(년생),18(Kg),양귀쫑긋.여윔.양후지며느리발톱.겁있음.만지는건어느정도허용함.꼬리단미안됨.칩있음. ,양귀 쫑긋 여위 양 후지 며느리 발톱 겁 있음 만지 정도 허용 꼬리 단 미안 칩 있음
8571,448546202200511,[개] 믹스견,2021(년생),0.5(Kg),"믹스견, 수컷, 연한 노랑, 약 1살정도 추정, 약 0.5kg정도, 온순함",믹스 견 수컷 연 노랑 약 1 살 정도 추정 약 0.5 정도 온순
8572,448534202200526,[개] 믹스견,2020(년생),3(Kg),유기견 생활로 엉망인 털들 미용이후 귀요미로 변신~!!!,유기 견 생활 엉망 털 미용 이후 귀요 미 변신
8573,448532202200415,[개] 말티즈,2016(년생),3(Kg),"옷 착용, 삼푸 냄새 남",옷 착용 냄새 남
8574,448531202201036,[개] 믹스견,2022(년생),8.3(Kg),"순함,7개월추정",순 7 개월 추정
8575,448528202200947,[개] 믹스견,2017(년생),20(Kg),"노끈목줄+쇠리드줄 착용, 경계심 조금 있음, 임신한 상태, 대형포획틀 포획",노끈 목줄 쇠 리드 줄 착용 경계심 조금 있음 임신 상태 대형 포획 틀 포획
8576,447523202200551,[개] 믹스견,2022(년생),1.5(Kg),야야~나는 시츄닮았어. 완벽하게 조화로운 얼굴이기도 하고. 결론은 우리 다 입양가자,시 닮 완벽 조화 얼굴 하 결론 다 입양 가자
8577,447523202200550,[개] 믹스견,2022(년생),1.5(Kg),"푸들사이즈 엄빠, 니들은 다 옆모습이지? 나는 정면으로 카메라봐쏘. 내가 제일 이뽀. ",푸들 사이즈 니들 다 옆모습 정면 카메라 제일 뽀
8578,447523202200549,[개] 믹스견,2022(년생),1.5(Kg),"푸들사이즈 엄빠, 무슨소리야~5형제중 미모갑은 바로 나라구, 니들은 다 검대대한데 나는 반은 하얗다구",푸들 사이즈 소리야 5 형제 미모 갑 바로 나라 니들 다 검 대대 반 하얗
8579,447523202200548,[개] 믹스견,2022(년생),2(Kg),"푸들사이즈 엄빠, 5형제중 내가 미모는 갑이야~턱밑에 흰수염이 매력적이지 입양해죠",푸들 사이즈 5 형제 내가 미모 갑 턱밑 희 수염 매력적 입양 죠
8580,447523202200547,[개] 믹스견,2022(년생),2(Kg),"푸들사이즈의 엄빠, 일루와 나 보러와 나 흰양말 신었어, 넙대대한 얼굴. 입양해줘",푸들 사이즈 일루 나 보 오 나 희 양말 신 대 얼굴 입양
8581,447520202200293,[개] 믹스견,2019(년생),15.00(Kg),암수 한쌍 포획,암수 쌍 포획
8582,447520202200292,[개] 믹스견,2019(년생),15.00(Kg),암수 한쌍 포획,암수 쌍 포획
8583,447520202200291,[개] 믹스견,2021(년생),5.00(Kg),온순함,온순
8584,447515202200150,[개] 믹스견,2014(년생),6(Kg),"고령, 오른쪽눈 실명",고령 오른쪽 눈 실명
8585,447514202200094,[개] 믹스견,2022(년생),1.2(Kg),순하며 앞에 개체와 형제로 추정됨.,순 앞 개체 형제 추정
8586,447514202200093,[개] 믹스견,2022(년생),1.1(Kg),발견 장소가 같은 것으로 보아 형제로 추정됨. 순함.,발견 장소 같 보 형제 추정 순
8587,447513202200944,[개] 믹스견,2016(년생),3.74(Kg),"테리어 믹스, 카페 인근에서 포획하여 구조, 약간의 겁은 있으나 순한편",테리어 믹스 카페 인근 포획 구조 약간 겁 있 순
8588,447512202200601,[개] 믹스견,2020(년생),14(Kg),순하고 명랑함,순하 명랑
8589,447512202200600,[개] 셰퍼드,2022(년생),3(Kg),"2개월령 ,뒷다리골절",2 개 월령 뒷다리 골절
8590,447512202200599,[개] 말티즈,2022(년생),2(Kg),3개월령 강아지 말티즈믹스,3 개 월령 강아지 말 티 믹스
8591,447512202200598,[개] 믹스견,2022(년생),3(Kg),",40일령 유기견새끼",40 일령 유기 견 새끼
8592,447512202200597,[개] 믹스견,2022(년생),3(Kg),",40일령 유기견새끼",40 일령 유기 견 새끼
8593,447512202200596,[개] 믹스견,2022(년생),3(Kg),",40일령 유기견새끼",40 일령 유기 견 새끼
8594,447508202201113,[개] 믹스견,2021(년생),6.5(Kg),"온순하고 겁이 많음, 등록되엇으나  폰 않됨,주소확인 됨",온순 겁 많 폰 않되 주소 확 되
8595,447505202201175,[고양이] 한국 고양이,2022(년생),0.35(Kg),"왼쪽 다리를 심하게 절고, 허피스에 기운없음.",왼쪽 다리 심하 절 허 피스 기운 없
8596,447505202201174,[개] 푸들,2019(년생),2.5(Kg),"칩 확임됨, 주인에게 반환완료. ",칩 확 임 주인 반환 완료
8597,447505202201173,[개] 요크셔 테리어,2017(년생),6(Kg),"사람을 너무 좋아하고 같이 놀기도 좋아하는 요크셔 테리어 믹스, 칩없음, 관리상태 좋음.",사람 너무 좋아하 같이 놀 좋아하 요크셔 테리어 믹스 칩 없 관리 상태 좋
8598,447505202201172,[개] 믹스견,2021(년생),17(Kg),"낯선 환경에 불안해 하며 경계함, 사진의 목줄을 착용한 상태로 구조됨. 칩없음.",낯설 환경 불안 하 경계 사진 목줄 착용 상태 구조 칩 없
8599,447502202201690,[개] 말티푸,2020(년생),2.6(Kg),"내장칩없음,중성화,발견당시 털이 길었음(신고자미용함),엄청애교많고사람잘따름,사랑스러운아가",내장 칩 없 중성화 발견 당시 털이 긷 신고자 미용 엄청 애교 많 사람 잘 따름 사랑 아가
8600,447502202201689,[고양이] 한국 고양이,2022(년생),0.5(Kg),"3주추정, 이빨없음, 몸이 굉장히 통통하고 큼, 화난듯한 눈매지만 애교가흘러넘침",3 주 추정 이빨 없 몸 굉장히 통 통 크 화나 눈 매 애교 흘러넘치
8601,447502202201688,[고양이] 한국 고양이,2022(년생),0.7(Kg),"이빨나오는중,불린사료잘먹음,사람좋아하는애교쟁이",이빨 나오 중 불리 사료 잘 먹 사람 좋아하 애교
8602,446488202200263,[개] 믹스견,2022(년생),10(Kg),"3년생 추정, 온순함",3 추정 온순
8603,446488202200262,[개] 믹스견,2022(년생),5(Kg),"3개월 추정, 순함",3 개월 추정 순
8604,446488202200261,[개] 믹스견,2022(년생),5(Kg),"3개월추정, 귀여움",3 개월 추정 귀엽
8605,446488202200260,[개] 믹스견,2022(년생),5(Kg),"3개월 추정, 까칠함",3 개월 추정 까칠
8606,446488202200259,[개] 믹스견,2019(년생),30(Kg),"3년생추정, 온순함",3 추정 온순
8607,446484202200374,[개] 믹스견,2021(년생),4(Kg),믹스 검정+흰색 암컷 1살추정,믹스 검정 흰색 암컷 1 살 추정
8608,446482202200576,[개] 믹스견,2022(년생),3.8(Kg),"종합백신접종,코로나장염접종,광견병백신접종,레볼루션,3개월령",종합 백신 접종 코로나 장염 접종 광견병 백신 접종 레 볼 3 월령
8609,446482202200575,[개] 믹스견,2019(년생),12.6(Kg),"종합백신접종,코로나장염접종,광견병백신접종,레볼루션,안충제거,",종합 백신 접종 코로나 장염 접종 광견병 백신 접종 레 볼 안 충 제거
8610,446482202200574,[고양이] 샴,2017(년생),3.9(Kg),"종합백신,에드보킷",종합 백신 보
8611,446481202200864,[개] 믹스견,2020(년생),6.2(Kg),온순함. 빨간색 목띠 착용.,온순 빨간색 목 띠 착용
8612,446481202200863,[개] 믹스견,2022(년생),2.1(Kg),2개월령. 온순함.,2 개 월령 온순
8613,446480202200958,[고양이] 한국 고양이,2022(년생),0.70(Kg),"경계, 매장 천정에서 떨어짐",경계 매장 천정 떨어지
8614,446480202200957,[고양이] 한국 고양이,2022(년생),0.38(Kg),"온순,어미없이 아파트단내를 배회함",온순 어미 없이 아파트 단내 배회
8615,446480202200956,[고양이] 한국 고양이,2022(년생),0.45(Kg),"온순,심한결막염,야윔",온순 심하 결막염 야위
8616,445479202200669,[고양이] 한국 고양이,2022(년생),0.5(Kg),"새끼고양이2,생후 40일정도 추정",새끼 고양이 2 생후 40 일 정도 추정
8617,445479202200668,[고양이] 한국 고양이,2022(년생),1(Kg),"새끼고양이1, 생후 40일정도 추정",새끼 고양이 1 생후 40 일 정도 추정
8618,445471202200431,[개] 믹스견,2020(년생),20(Kg),순하다,순하
8619,445471202200430,[개] 믹스견,2017(년생),10(Kg),순하다,순하
8620,445471202200429,[개] 믹스견,2017(년생),10(Kg),순하다,순하
8621,445470202200808,[고양이] 한국 고양이,2022(년생),0.7(Kg),교통사고,교통사고
8622,445470202200807,[고양이] 한국 고양이,2022(년생),0.75(Kg),피부질환,피부 질환
8623,445470202200806,[고양이] 한국 고양이,2022(년생),0.7(Kg),흰색,흰색
8624,445470202200805,[고양이] 한국 고양이,2022(년생),0.7(Kg),피부질환,피부 질환
8625,445469202201103,[개] 믹스견,2019(년생),25(Kg),귀여움,귀엽
8626,445469202201100,[개] 믹스견,2019(년생),17(Kg),"매우 사나움, 관리에 주의가 필요함.",매우 사나움 관리 주의 필요
8627,445467202201651,[개] 코카 스파니엘,2018(년생),13(Kg),순함,순
8628,445467202201650,[고양이] 믹스묘,2022(년생),0.35(Kg),생후 6주 추정,생후 6 주 추정
8629,445467202201649,[고양이] 믹스묘,2022(년생),0.5(Kg),생후2개월 추정,생후 2 개월 추정
8630,445464202202817,[고양이] 한국 고양이,2022(년생),0.3(Kg),허피스바이러스감염,허 피스 바이러스 감염
8631,445464202202816,[고양이] 한국 고양이,2022(년생),0.2(Kg),박스에버려짐,박스 버리 짐
8632,445464202202815,[고양이] 한국 고양이,2022(년생),0.2(Kg),박스에버려짐,박스 버리 짐
8633,444568202201083,[개] 믹스견,2021(년생),9.00(Kg),"교통사고로 인한 오른쪽 뒷다리 대퇴골 골절 ,약간경계함",교통사고 인하 오른쪽 뒷다리 대퇴골 골절 약간 경계
8634,444568202201082,[개] 믹스견,2021(년생),9.00(Kg),약간 경계함,약간 경계
8635,444458202200396,[개] 믹스견,2020(년생),7(Kg),종천면 동네 배회로 신고된 갈색 수컷 단모견,종천면 동네 배회 신고 갈색 수컷 단모 견
8636,444454202200511,[개] 믹스견,2022(년생),3.1(Kg),"신고자 입양희망, 옷착용, 홍역/파보음성(0921), 종합/광견병백신(0921)",신고자 입양 희망 옷 착용 홍역 파 보음 0921 종합 광견병 백신 0921
8637,444454202200510,[개] 믹스견,2020(년생),4.4(Kg),"홍역/파보음성(0921), 종합/광견병백신(0921) ",홍역 파 보음 0921 종합 광견병 백신 0921
8638,444452202201525,[고양이] 아메리칸 쇼트헤어,2019(년생),3(Kg),"1525호(관리) 781호(공고) 좌안상태 안좋음, 미용됨",1525 호 관리 781 호 공고 좌안 상태 안 좋 미용
8639,444451202200811,[고양이] 한국 고양이,2022(년생),0.85(Kg),"10주령 추정, 신경마비로 후지 기능불능",10 주령 추정 신경 마비 후지 기능 불능
8640,444451202200810,[고양이] 한국 고양이,2022(년생),0.26(Kg),3주령 추정,3 주령 추정
8641,444451202200809,[고양이] 한국 고양이,2022(년생),0.25(Kg),3주령 추정,3 주령 추정
8642,444451202200808,[고양이] 한국 고양이,2022(년생),0.13(Kg),2주령 추정,2 주령 추정
8643,444451202200807,[고양이] 한국 고양이,2022(년생),0.13(Kg),2주령 추정,2 주령 추정
8644,444451202200806,[고양이] 한국 고양이,2022(년생),0.12(Kg),2주령 추정,2 주령 추정
8645,444451202200805,[개] 라브라도 리트리버,2019(년생),20.00(Kg),3살령 추정,3 사 령 추정
8646,444451202200804,[개] 믹스견,2021(년생),8.00(Kg),1살령 추정,1 사 령 추정
8647,444451202200803,[개] 믹스견,2022(년생),2.50(Kg),"2개월령 추정, 4마리 동시 구조",2 개 월령 추정 4 마리 동시 구조
8648,444451202200802,[개] 믹스견,2022(년생),2.50(Kg),"2개월령 추정, 4마리 동시 구조",2 개 월령 추정 4 마리 동시 구조
8649,444451202200801,[개] 믹스견,2022(년생),2.00(Kg),"2개월령 추정, 4마리 동시 구조",2 개 월령 추정 4 마리 동시 구조
8650,444451202200800,[개] 믹스견,2022(년생),2.50(Kg),"2개월령 추정, 4마리 동시 구조",2 개 월령 추정 4 마리 동시 구조
8651,444451202200799,[개] 믹스견,2022(년생),2.00(Kg),2개월령 추정. 동배 5두 같이 구조,2 개 월령 추정 동배 5 같이 구조
8652,444451202200798,[개] 믹스견,2022(년생),1.70(Kg),2개월령 추정. 동배 5두 같이 구조,2 개 월령 추정 동배 5 같이 구조
8653,444451202200797,[개] 믹스견,2022(년생),1.50(Kg),2개월령 추정. 동배 5두 같이 구조,2 개 월령 추정 동배 5 같이 구조
8654,444451202200796,[개] 믹스견,2022(년생),1.30(Kg),2개월령 추정. 동배 5두 같이 구조,2 개 월령 추정 동배 5 같이 구조
8655,444451202200795,[개] 믹스견,2022(년생),1.20(Kg),2개월령 추정. 동배 5두 같이 구조,2 개 월령 추정 동배 5 같이 구조
8656,444449202201333,[고양이] 샴,2021(년생),3.5(Kg),매우 사나움,매우 사나움
8657,443571202202198,[개] 믹스견,2021(년생),20(Kg),"순한 성격의 블랙탄, 빨간색 목걸이, 와이어 줄 착용상태 발견",순 성격 블랙 타 빨간색 목걸이 와이어 줄 착용 상태 발견
8658,443571202202197,[개] 믹스견,2020(년생),15(Kg),"9.16 출산 추정 8마리의 자견들과 함께 입소, 순한 성격",9.16 출산 추정 8 마리 자견 함께 입소 순 성격
8659,443443202200315,[개] 믹스견,2020(년생),15(Kg),[관리번호 315] 성격이 사나움,관리 번호 315 성격 사나움
8660,443443202200314,[개] 믹스견,2020(년생),20(Kg),[관리번호 314] 사람과 개한테 경계심이 매우 심함,관리 번호 314 사람 개 경계 심이 매우 심
8661,443443202200313,[개] 진도견,2021(년생),18(Kg),[관리번호 313] 주인 모를 덫에 걸린 상태로 발견됨,관리 번호 313 주인 모르 덫 걸리 상태 발견
8662,443443202200312,[고양이] 믹스묘,2022(년생),0.2(Kg),[관리번호 312] 앞다리 발톱 염증이 심함,관리 번호 312 앞다리 발톱 염증 심
8663,443440202200267,[개] 믹스견,2020(년생),18(Kg),온순함,온순
8664,443439202200428,[개] 믹스견,2022(년생),4.5(Kg),"박스에서 발견 269,270번 함께구조함, 모낭충피부염증상을 보임, 겁이조금있으나 사람을 좋아함","박스 발견 269,270 번 함께 구조 모낭충 피부염 증상 보임 겁 조금 있 사람 좋아하"
8665,443439202200427,[개] 믹스견,2022(년생),3.5(Kg),"박스에서 발견 269,270번 함께구조함, 모낭충피부염증상을 보임, 겁이조금있으나 사람을 좋아함","박스 발견 269,270 번 함께 구조 모낭충 피부염 증상 보임 겁 조금 있 사람 좋아하"
8666,442430202200199,[개] 믹스견,2022(년생),2(Kg),겁이많음,겁 많
8667,442429202200602,[고양이] 믹스묘,2022(년생),0.4-0.5(Kg),3~4개월령,3 4 월령
8668,442429202200601,[고양이] 믹스묘,2022(년생),0.4-0.5(Kg),3~4개월령,3 4 월령
8669,442429202200600,[고양이] 믹스묘,2022(년생),4-5(Kg),8~10개월령,8 10 월령
8670,442422202200391,[개] 믹스견,2019(년생),15(Kg),노랑이,노랑이
8671,442420202200638,[개] 치와와,2020(년생),3.0(Kg),"갈색옷과 가슴줄 착용상태로 발견, 슬개골탈구",갈색 옷 가슴 줄 착용 상태 발견 슬개골 탈구
8672,442420202200637,[개] 믹스견,2022(년생),2.3(Kg),"어미없이 발견, 3개월 추정",어미 없이 발견 3 개월 추정
8673,442418202200599,[개] 믹스견,2019(년생),15(Kg),"갈색, 들개",갈색 들개
8674,441554202201450,[고양이] 한국 고양이,2022(년생),0.50(Kg),"9-59, 50일령, 천사같은 삼색 자매, 귀여운 애교쟁이",50 일령 천사 같 삼색 자매 귀엽 애교
8675,441554202201449,[고양이] 한국 고양이,2022(년생),0.50(Kg),"9-58, 50일령, 천사같은 삼색 자매, 귀여운 애교쟁이",50 일령 천사 같 삼색 자매 귀엽 애교
8676,441554202201448,[개] 비숑 프리제,2021(년생),6.30(Kg),"9-57, 때가 많이 탄 상태, 조금 소심하지만 착하고 예뻐요",때 많이 타 상태 조금 소심 착하 예쁘
8677,441554202201447,[개] 시바,2019(년생),6.50(Kg),"9-56, 칩없음, 몸집이 작고 예쁜 시바, 성격도 좋아요",칩 없 몸집 작 예쁘 시바 성격 좋
8678,441406202200995,[개] 푸들,2019(년생),2.7(Kg),귀에 진드기가 있었음,귀 진드기 있
8679,441406202200989,[개] 믹스견,2012(년생),10.3(Kg),청색목줄착용. 눈이 잘 안보이는거 같음,청색 목줄 착용 눈 잘 안 보이 같
8680,441406202200988,[개] 믹스견,2020(년생),16.7(Kg),녹색목줄착용. 교통사고로 인해 사망. 견주분인계,녹색 목줄 착용 교통사고 인하 사망 견주 분 인계
8681,441406202200987,[개] 이탈리안 그레이 하운드,2021(년생),9(Kg),"이탈리안 그레이하운드 같기도, 그냥 하운드 같기도함. 기본훈련 되어있음. 겁이 많음. ",이탈 리 안 그레이 하운드 같 그냥 하운드 같 함 기본 훈련 되 있음 겁 많
8682,441405202202424,[개] 믹스견,2021(년생),13(Kg),애 to the 교 to the 짱! ,애 교 짱
8683,441405202202423,[고양이] 한국 고양이,2022(년생),1.9(Kg),"집안의 마스코트가 될 매력보이,호기심 많음,우측 전지 부상",집안 마스코트 되 매력 보이 호기심 많 우측 전지 부상
8684,441404202200975,[개] 믹스견,2020(년생),15(Kg),순하고   사람 좋아함,순하 사람 좋아하
8685,441401202201194,[고양이] 한국 고양이,2021(년생),2.8(Kg),"좌측 신경 손상 의심, 골반 골절, 기립 불능, 경계 있음",좌측 신경 손상 의심 골반 골절 기립 불능 경계 있음
8686,441401202201193,[고양이] 한국 고양이,2022(년생),0.12(Kg),"1주 미만 추정, 체온 낮아진 상태, 가만히 있지 못하고 덜덜 떨음, 예후관찰 요망",1 주 미만 추정 체온 낮 아진 상태 가만히 있 덜덜 떨 예후 관찰 요망
8687,441401202201192,[고양이] 한국 고양이,2022(년생),0.1(Kg),"1주 미만 추정, 체온 낮아진 상태, 예후관찰 요망",1 주 미만 추정 체온 낮 아진 상태 예후 관찰 요망
8688,441401202201191,[고양이] 한국 고양이,2022(년생),1.36(Kg),"8개월 추정, 차 사고(추정)로 인한 뇌손상 의심, 기립 불능, 예후 불량, 폐출혈",8 개월 추정 차 사고 추정 로 인 뇌손상 의심 기립 불능 예후 불량 폐출혈
8689,441401202201189,[고양이] 한국 고양이,2022(년생),0.24(Kg),"3주 추정 어린 개체로 예후 관찰 요망, 벌써부터 미묘가 될 낌새가 보임",3 주 추정 어리 개체 예후 관찰 요망 벌쓰 묘 되 낌새 보이
8690,441400202200534,[고양이] 한국 고양이,2022(년생),0(Kg),예후불량,예후 불량
8691,441399202202212,[개] 믹스견,2020(년생),9.0(Kg),목줄없고 온순함.,목줄 없 온순
8692,441394202201901,[개] 믹스견,2021(년생),10(Kg),죄측앞발부상,죄 앞 발부
8693,441394202201900,[개] 믹스견,2022(년생),2(Kg),강아지,강아지
8694,441394202201899,[개] 믹스견,2020(년생),12(Kg),우측뒷다리부상,우측 뒷다리 부상
8695,441394202201898,[개] 말티즈,2019(년생),5(Kg),"황색줄무늬옷 착용,머리묶고있음",황색 줄무늬 옷 착용 머리 묶
8696,441393202201800,[개] 요크셔 테리어,2010(년생),2.5(Kg),"혀나옴,오른쪽 눈 안 좋음,눈곱,나이 많아보임",혀 나오 오른쪽 눈 안 좋 눈곱 나이 많 보이
8697,441393202201799,[개] 믹스견,2019(년생),5(Kg),"겁이 많음,낯가림",겁 많 낯가림
8698,441393202201798,[개] 믹스견,2021(년생),3(Kg),"순함,귀/치아상태 좋음,박스채 유기",순 귀 치아 상태 좋 박스 채 유기
8699,441393202201784,[고양이] 한국 고양이,2022(년생),0.25(Kg),눈꼽. 수유가 필요한 젖먹이,눈꼽 수유 필요 젖먹이
8700,441393202201783,[고양이] 한국 고양이,2022(년생),0.33(Kg),눈꼽. 수유가 필요한 젖먹이,눈꼽 수유 필요 젖먹이
8701,441393202201782,[고양이] 한국 고양이,2022(년생),0.21(Kg),눈꼽. 수유가 필요한 젖먹이,눈꼽 수유 필요 젖먹이
8702,441393202201781,[고양이] 한국 고양이,2022(년생),0.25(Kg),수유가 필요한 젖먹이,수유 필요 젖먹이
8703,441393202201780,[고양이] 한국 고양이,2022(년생),0.19(Kg),수유가 필요한 젖먹이,수유 필요 젖먹이
8704,441393202201779,[고양이] 한국 고양이,2022(년생),0.17(Kg),수유가 필요한 젖먹이,수유 필요 젖먹이
8705,441393202201778,[고양이] 한국 고양이,2022(년생),0.19(Kg),수유가 필요한 젖먹이,수유 필요 젖먹이
8706,441393202201777,[고양이] 한국 고양이,2022(년생),0.16(Kg),수유가 필요한 젖먹이,수유 필요 젖먹이
8707,441393202201776,[고양이] 믹스묘,2020(년생),5.4(Kg),인근에 빈 이동가방과 습식캔이 발견됨. 배부위 털 민 흔적 있음. 굉장히 순함,인근 빌 이동 가방 습식 캔 발견 배부 위 털 민 흔적 있음 굉장히 순
8708,441391202202153,[개] 말티즈,2019(년생),3.5(Kg),동물 정보 변경,동물 정보 변경
8709,441391202202152,[개] 믹스견,2020(년생),7.5(Kg),"경계심이 조금 있음, 귀엽게 생김 ",경계심 조금 있음 귀엽 생기
8710,441391202202150,[개] 믹스견,2022(년생),6.5(Kg),"5개월 추정, 귀엽다 ",5 개월 추정 귀엽
8711,441391202202149,[개] 믹스견,2022(년생),0.1(Kg),9월 17일에 엄마견(공고번호 1163)이 보호소에서 출산,9 월 17 일 엄마 견 공고 번호 1163 이 보호소 출산
8712,441391202202148,[개] 믹스견,2022(년생),0.11(Kg),9월 17일에 엄마견(공고번호 1163)이 보호소에서 출산,9 월 17 일 엄마 견 공고 번호 1163 이 보호소 출산
8713,441391202202147,[개] 믹스견,2022(년생),0.1(Kg),"9월 17일에 엄마견(공고번호 1163)이 보호소에서 출산, 머리에 흰털",9 월 17 일 엄마 견 공고 번호 1163 이 보호소 출산 머리 희 털
8714,441391202202146,[고양이] 한국 고양이,2022(년생),0.5(Kg),"50일 추정, 귀엽고 사랑스럽다",50 일 추정 귀엽 사랑
8715,441391202202142,[개] 믹스견,2020(년생),6(Kg),"찰과상, 교통사고 신고로 출동",찰과상 교통사고 신고 출동
8716,441390202200627,[개] 푸들,2011(년생),7(Kg),"겁이많음,관리되어있음,",겁 많 관리 있음
8717,441386202200815,[개] 요크셔 테리어,2021(년생),2(Kg),귀털 끝 고무줄 묶여있음. 스카프 착용. 잠복고환. 유치. 순함.,귀 털 끝 고무줄 묶이 있음 스카프 착용 잠 복고 환 유하 순
8718,441378202201847,[개] 믹스견,2019(년생),15.8(Kg),낯가림.,낯가림
8719,441378202201846,[고양이] 한국 고양이,2022(년생),0.38(Kg),"1개월 추정, 설사",1 개월 추정 설사
8720,441378202201845,[고양이] 한국 고양이,2022(년생),0.4(Kg),"1개월 추정, 설사",1 개월 추정 설사
8721,441378202201844,[고양이] 한국 고양이,2022(년생),0.42(Kg),"1개월 추정, 설사",1 개월 추정 설사
8722,441378202201843,[고양이] 한국 고양이,2022(년생),0.38(Kg),"1개월 추정, 설사",1 개월 추정 설사
8723,441374202201021,[개] 프렌치 불독,2017(년생),7.8(Kg),　,
8724,441374202201020,[개] 믹스견,2018(년생),9.4(Kg),프렌치 불독 믹스 추정,프렌치 독 믹스 추정
8725,431370202200880,[고양이] 한국 고양이,2022(년생),0.19(Kg),태어난지 얼마 안됨,태어나 얼마 안됨
8726,431370202200876,[개] 비숑 프리제,2022(년생),3.5(Kg),우후지경골원위단골절9코반포대),우 후지 경골 원위 단골 절 9 코 반 포대
8727,429363202200587,[개] 믹스견,2013(년생),5.7(Kg),"22-0944 룰라, 목줄착용(파란)",룰 라 목줄 착용 파
8728,429363202200586,[개] 포메라니안,2015(년생),4.6(Kg),22-0943 빼꼼,
8729,429362202200872,[개] 믹스견,2020(년생),7.5(Kg),22-0945 폴라,폴
8730,429360202200488,[고양이] 한국 고양이,2022(년생),0.3(Kg),22-8013,
8731,428356202201311,[개] 믹스견,2020(년생),3.5(Kg),"파란색 목줄착용,온순함",파란색 목줄 착용 온순
8732,428356202201310,[기타축종] ,2021(년생),0.04(Kg),기여움 . 윙컷 안됨 . 밥 잘먹음,기여 움 컷 안됨 밥 잘 먹
8733,428356202201309,[개] 푸들,2016(년생),4.2(Kg),"반환예정 , 미용흔적 , 예쁘고 얌전함",반환 예정 미용 흔적 예쁘 얌전
8734,428356202201308,[고양이] 한국 고양이,2022(년생),0.08(Kg),"탯줄있음, 혼자 입소, 눈 못뜸, 예쁨",탯줄 있음 혼자 입소 눈 못 뜸 예쁘
8735,428351202200761,[고양이] 한국 고양이,2022(년생),0.6(Kg),1달추정.,1 달 추정
8736,427348202200954,[개] 믹스견,2020(년생),14.9(Kg),등록칩 없음. 소심하고 경계가 많음,등록 칩 없 소심 경계 많
8737,427346202200917,[고양이] 한국 고양이,2022(년생),0.39(Kg),얌전함,얌전
8738,427346202200916,[고양이] 한국 고양이,2022(년생),0.81(Kg),온순하고 세심함,온순 세심
8739,427346202200915,[개] 포메라니안,2020(년생),3.50(Kg),"곰돌이모양 목줄있음, 겁이많음",곰돌이 모양 목줄 있음 겁 많
8740,427343202200799,[고양이] 한국 고양이,2022(년생),0.15(Kg),10일령,10 일령
8741,426340202200483,[고양이] 한국 고양이,2022(년생),1(Kg),"뒷다리 부상, 사고의심, 기력저하",뒷다리 부상 사고 심 기력 저하
8742,426340202200482,[고양이] 한국 고양이,2022(년생),0.8(Kg),"보행이상, 마름, 기력저하",보행 이상 마름 기력 저하
8743,426337202200464,[고양이] 한국 고양이,2022(년생),0.09(Kg),쇠약,쇠약
8744,426337202200463,[고양이] 한국 고양이,2022(년생),0.5(Kg),쇠약,쇠약
